,carat,cut,color,clarity,depth,table,x,y,z,price
40565,0.41,Premium,G,VVS1,59.9,59.0,4.79,4.83,2.88,1151
24412,2.05,Ideal,J,SI2,61.6,55.0,8.18,8.11,5.02,12654
9550,1.0,Premium,E,SI2,61.7,58.0,6.34,6.39,3.93,4620
7627,1.01,Fair,I,VS1,64.9,58.0,6.17,6.22,4.02,4263
17244,1.55,Ideal,E,SI2,62.3,55.0,7.44,7.37,4.61,6901
33255,0.32,Ideal,E,VS1,61.1,55.0,4.44,4.46,2.72,825
4537,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3640
43406,0.53,Ideal,H,VS2,62.4,56.0,5.18,5.17,3.23,1412
7273,1.04,Very Good,G,SI2,62.9,58.0,6.43,6.47,4.06,4200
13286,1.0,Premium,D,SI1,62.1,58.0,6.45,6.34,3.97,5488
6671,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4098
8614,0.91,Very Good,D,SI1,62.0,60.0,6.12,6.2,3.82,4444
23858,1.5,Good,E,SI1,63.9,54.0,7.26,7.2,4.62,11948
15844,0.81,Ideal,F,IF,61.5,55.0,5.98,6.05,3.7,6338
33175,0.41,Ideal,E,SI2,63.0,57.0,4.73,4.7,2.97,818
27630,4.5,Fair,J,I1,65.8,58.0,10.23,10.16,6.72,18531
34678,0.42,Premium,E,SI1,61.2,60.0,4.86,4.81,2.96,873
21926,2.0,Good,G,SI2,64.2,60.0,7.89,7.81,5.04,9999
18603,1.54,Very Good,I,SI2,60.1,61.0,7.41,7.46,4.47,7589
16077,1.17,Ideal,G,SI1,60.7,56.0,6.79,6.84,4.13,6419
9994,1.0,Very Good,D,SI2,63.3,56.0,6.38,6.35,4.03,4704
17626,1.5,Very Good,G,SI2,63.2,58.0,7.25,7.19,4.56,7098
46082,0.5,Very Good,F,VS1,62.6,59.0,5.03,5.06,3.16,1738
48373,0.57,Ideal,D,VS2,62.4,57.0,5.32,5.26,3.3,1963
48508,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,1983
41688,0.5,Premium,E,SI2,61.7,58.0,5.12,5.06,3.14,1240
30143,0.32,Very Good,G,VS2,63.1,57.0,4.35,4.3,2.73,720
8539,0.91,Very Good,H,VS2,60.8,58.0,6.21,6.25,3.79,4430
13777,1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618
16747,1.06,Premium,E,VS1,59.1,58.0,6.66,6.71,3.95,6669
16608,1.55,Premium,J,SI2,62.6,60.0,7.36,7.3,4.59,6635
33938,0.34,Ideal,J,VS1,62.0,54.0,4.52,4.55,2.81,464
3170,0.99,Fair,I,SI1,60.7,66.0,6.42,6.34,3.87,3337
11918,1.16,Ideal,J,SI1,61.8,55.0,6.75,6.78,4.18,5124
5306,0.97,Ideal,H,SI2,61.6,56.0,6.39,6.36,3.93,3802
8769,1.04,Premium,G,SI1,62.8,57.0,6.5,6.41,4.05,4467
29092,0.36,Premium,G,SI1,61.8,60.0,4.57,4.53,2.81,689
49411,0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,2106
7764,1.11,Premium,F,SI2,62.1,58.0,6.63,6.51,4.1,4283
44333,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,521
27847,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,651
46157,0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
11177,1.26,Good,I,SI2,63.7,58.0,6.84,6.79,4.34,4953
6256,0.92,Premium,E,SI2,61.7,59.0,6.18,6.27,3.84,4011
48202,0.53,Ideal,G,VVS2,62.2,54.0,5.17,5.22,3.23,1948
34139,0.4,Ideal,E,VS2,62.1,54.0,4.72,4.75,2.94,854
13836,0.9,Very Good,G,VVS2,61.4,60.0,6.18,6.23,3.81,5640
22583,1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,10636
17878,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
14806,1.11,Ideal,E,SI2,60.6,56.0,6.76,6.78,4.1,5962
19907,1.53,Very Good,G,SI2,62.1,61.0,7.28,7.3,4.53,8455
20843,1.51,Good,D,SI2,62.1,60.0,7.25,7.3,4.52,9069
20199,2.02,Premium,J,SI2,63.0,58.0,8.07,8.02,5.07,8640
3219,0.77,Very Good,F,VS1,62.8,58.0,5.79,5.86,3.66,3350
12676,1.24,Premium,H,VS2,62.8,57.0,6.83,6.79,4.28,5305
30566,0.31,Ideal,D,VS2,62.1,54.0,4.34,4.36,2.7,734
39841,0.5,Fair,E,SI1,66.5,58.0,4.87,4.9,3.25,1098
17997,1.01,Very Good,D,VS2,62.8,57.0,6.33,6.4,4.0,7278
48909,0.54,Ideal,G,VVS1,61.6,55.0,5.22,5.24,3.22,2041
3323,0.72,Very Good,E,VVS2,59.3,60.0,5.87,5.83,3.47,3374
20534,1.56,Premium,I,VVS2,60.5,58.0,7.53,7.45,4.53,8858
26847,2.01,Premium,I,VS2,62.8,58.0,8.01,7.94,5.01,16778
19810,1.03,Very Good,F,VVS2,61.3,57.0,6.49,6.53,3.99,8375
22299,1.58,Ideal,H,SI1,62.5,57.0,7.43,7.39,4.63,10345
29063,0.4,Good,E,SI1,63.9,55.0,4.67,4.72,3.0,687
23424,1.86,Very Good,H,SI2,62.3,57.0,7.82,7.85,4.88,11416
29408,0.38,Ideal,I,VS1,62.0,54.0,4.67,4.72,2.91,700
27829,0.38,Ideal,H,SI1,61.2,56.0,4.63,4.68,2.85,650
19730,1.52,Ideal,E,SI2,61.0,56.0,7.45,7.41,4.53,8299
37715,0.34,Ideal,H,VVS1,62.9,57.0,4.47,4.44,2.8,995
9349,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,4584
27002,1.7,Ideal,F,VS2,62.7,55.0,7.54,7.58,4.74,17114
20563,1.28,Premium,G,VS2,61.6,58.0,7.02,6.98,4.31,8874
20651,1.25,Very Good,G,VS2,62.2,57.0,6.84,6.88,4.27,8941
1869,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3070
46021,0.53,Very Good,G,VS1,63.4,56.0,5.15,5.1,3.25,1727
38635,0.31,Premium,I,VS1,60.8,59.0,4.37,4.41,2.67,489
42791,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,1350
156,0.71,Ideal,F,SI1,60.7,56.0,5.77,5.8,3.51,2770
52253,0.72,Very Good,G,SI1,62.5,60.0,5.69,5.73,3.57,2488
53776,0.79,Premium,H,VS2,62.6,61.0,5.9,5.86,3.68,2726
28913,0.3,Very Good,H,VVS1,63.0,56.0,4.24,4.27,2.68,684
42351,0.39,Ideal,E,VVS2,60.5,57.0,4.72,4.74,2.86,1300
17339,1.23,Premium,H,VS2,62.4,61.0,6.85,6.8,4.26,6957
5582,1.12,Ideal,E,SI2,60.9,57.0,6.66,6.6,4.04,3864
27649,3.01,Good,H,SI2,57.6,64.0,9.44,9.38,5.42,18593
34718,0.37,Good,D,SI1,63.7,55.0,4.59,4.55,2.91,874
41955,0.23,Very Good,E,VVS2,62.6,59.0,3.93,3.96,2.47,505
46780,0.61,Very Good,F,VS2,62.6,60.0,5.34,5.39,3.36,1805
12040,0.34,Very Good,E,SI1,63.0,55.0,4.42,4.47,2.8,596
46954,0.3,Premium,G,VS2,61.6,60.0,4.28,4.33,2.65,526
39000,0.41,Ideal,G,VVS1,61.6,57.0,4.75,4.77,2.93,1055
32380,0.39,Premium,J,VS1,61.0,62.0,4.71,4.66,2.86,790
47270,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1844
31154,0.41,Ideal,E,SI1,62.5,55.0,4.73,4.77,2.97,755
33169,0.3,Ideal,D,VS1,61.9,54.1,4.28,4.33,2.67,817
52690,0.74,Premium,G,SI1,61.0,60.0,5.85,5.76,3.54,2553
20823,1.3,Premium,G,VS2,60.9,60.0,6.99,7.04,4.27,9051
11852,1.04,Ideal,H,SI1,62.3,57.0,6.45,6.48,4.03,5102
345,0.7,Very Good,D,SI1,62.3,58.0,5.69,5.73,3.56,2804
14106,1.03,Premium,H,VS2,61.8,58.0,6.48,6.43,3.99,5722
45820,0.56,Good,F,VS1,59.1,62.0,5.36,5.42,3.19,1712
10022,0.31,Ideal,I,SI1,60.9,57.0,4.36,4.41,2.67,414
1842,0.71,Premium,E,VS2,62.0,61.0,5.71,5.65,3.52,3062
23326,1.53,Premium,F,SI1,62.0,56.0,7.47,7.39,4.61,11370
7860,1.01,Very Good,H,SI1,62.3,57.0,6.36,6.42,3.98,4306
27113,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75,17267
38470,0.32,Premium,D,VS1,60.5,59.0,4.49,4.45,2.7,1030
8510,1.03,Fair,G,SI1,64.7,63.0,6.36,6.31,4.1,4424
17310,1.01,Very Good,G,VS1,63.1,57.0,6.32,6.39,4.01,6936
35993,0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,921
34268,0.32,Ideal,I,VS2,62.3,55.0,4.39,4.41,2.74,466
50009,0.51,Good,F,VVS2,62.4,63.0,5.05,5.08,3.16,2195
36716,0.41,Very Good,E,SI1,63.3,57.0,4.72,4.67,2.98,953
44670,0.55,Very Good,F,VS2,62.6,57.0,5.19,5.23,3.26,1609
45048,0.54,Good,G,VS1,59.0,62.0,5.3,5.28,3.12,1640
20756,1.53,Fair,I,VS2,57.7,69.0,7.6,7.51,4.36,8996
48561,0.56,Ideal,D,VS2,61.2,56.0,5.31,5.38,3.27,1991
40446,0.4,Very Good,H,VVS1,62.3,55.0,4.73,4.77,2.95,1139
13473,1.52,Fair,G,SI2,64.9,59.0,7.19,7.15,4.65,5533
38441,0.38,Ideal,E,VS1,62.1,57.0,4.62,4.65,2.88,1027
31606,0.3,Good,J,VS2,63.4,57.0,4.22,4.26,2.69,368
36697,0.34,Ideal,G,IF,61.1,57.0,4.47,4.51,2.75,952
30526,0.44,Ideal,H,SI1,61.9,57.0,4.9,4.92,3.04,733
36693,0.39,Ideal,G,VVS2,61.6,56.6,4.68,4.71,2.9,952
33374,0.41,Ideal,G,VS2,62.5,56.0,4.72,4.75,2.96,827
21613,1.22,Very Good,G,VVS2,59.3,58.0,6.97,6.99,4.14,9706
38932,0.4,Ideal,E,VS1,62.3,56.0,4.71,4.73,2.94,1053
46174,0.5,Premium,E,VS2,62.3,60.0,5.09,5.05,3.16,1746
39498,0.41,Premium,E,VS1,60.1,58.0,4.81,4.84,2.9,1079
11003,1.17,Premium,I,SI1,62.6,58.0,6.71,6.64,4.18,4914
20519,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,8850
7240,1.0,Very Good,G,SI2,60.0,62.0,6.45,6.48,3.88,4195
41923,0.5,Premium,E,SI2,60.1,60.0,5.13,5.05,3.06,1262
28733,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.39,2.7,680
30842,0.33,Ideal,H,VS1,61.9,56.0,4.48,4.44,2.76,743
7020,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4158
28929,0.3,Very Good,G,VVS2,61.3,57.0,4.29,4.33,2.64,684
48246,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1952
38106,0.36,Premium,E,VS2,62.3,58.0,4.55,4.51,2.82,1013
40477,0.53,Premium,E,SI2,60.5,60.0,5.21,5.24,3.16,1141
30016,0.42,Premium,G,SI1,62.7,59.0,4.72,4.75,2.97,717
3951,0.71,Ideal,G,VVS2,61.5,56.0,5.74,5.69,3.52,3504
53735,0.7,Ideal,G,VS2,62.3,57.0,5.65,5.68,3.53,2723
35064,0.3,Ideal,D,VS1,60.7,56.0,4.38,4.41,2.67,885
9942,1.01,Ideal,H,SI2,61.1,56.0,6.44,6.48,3.95,4693
52499,0.71,Ideal,I,VS1,61.5,55.0,5.73,5.78,3.54,2525
2871,0.9,Premium,I,SI1,59.6,60.0,6.37,6.24,3.76,3276
16976,1.08,Ideal,G,VS1,62.0,55.0,6.62,6.57,4.09,6779
4103,0.7,Good,F,VVS1,61.2,61.0,5.71,5.79,3.52,3536
42288,0.23,Good,E,VVS2,62.2,60.0,3.9,3.94,2.44,505
41090,0.41,Ideal,F,VVS2,62.3,56.0,4.77,4.73,2.96,1192
47086,0.7,Good,J,SI2,58.7,58.0,5.74,5.85,3.4,1824
4792,1.1,Premium,I,SI2,62.4,59.0,6.55,6.51,4.08,3696
39165,0.44,Premium,G,VS2,60.6,58.0,4.96,4.9,2.99,1063
29197,0.33,Very Good,I,IF,59.0,61.0,4.49,4.56,2.67,694
12077,1.23,Ideal,J,SI2,62.4,58.0,6.79,6.86,4.26,5158
51902,0.53,Ideal,E,VVS2,61.8,55.0,5.16,5.19,3.2,2433
50608,0.61,Ideal,G,VS2,61.6,55.0,5.46,5.48,3.37,2286
52081,0.72,Ideal,F,SI2,61.8,57.0,5.75,5.78,3.56,2456
21822,1.51,Premium,D,SI2,63.0,62.0,7.28,7.23,4.57,9894
22224,1.63,Ideal,D,SI2,59.4,59.0,7.73,7.67,4.57,10281
44195,0.51,Very Good,F,VS2,62.9,55.0,5.08,5.12,3.21,1569
17081,1.32,Very Good,I,SI1,62.1,57.0,6.99,7.09,4.37,6810
49247,0.73,Good,H,SI2,60.9,65.0,5.86,5.69,3.51,2085
24739,2.17,Premium,F,SI2,59.3,61.0,8.6,8.53,5.08,13084
40901,0.5,Ideal,H,SI1,62.0,56.0,5.09,5.12,3.16,1178
17077,1.06,Ideal,G,VS2,61.3,57.0,6.56,6.58,4.03,6809
50863,0.82,Very Good,J,SI1,62.9,57.0,5.88,5.94,3.72,2313
5978,0.9,Premium,F,SI2,60.6,59.0,6.27,6.21,3.78,3951
6409,0.77,Ideal,D,VS1,62.2,55.0,5.85,5.88,3.65,4039
52725,0.74,Ideal,I,VS1,60.8,57.0,5.86,5.88,3.57,2557
2589,0.71,Ideal,D,VS2,62.5,55.0,5.71,5.74,3.58,3217
16596,1.04,Ideal,G,VS2,61.9,57.0,6.48,6.5,4.02,6628
49956,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
35110,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,886
41513,0.44,Ideal,G,VVS1,61.8,55.0,4.86,4.91,3.02,1235
52312,0.3,Ideal,F,SI1,61.4,55.0,4.31,4.34,2.65,550
28551,0.3,Ideal,H,VS1,62.9,54.0,4.31,4.28,2.7,675
21341,1.05,Ideal,F,VVS2,61.6,56.0,6.55,6.53,4.03,9483
2803,0.71,Ideal,D,SI1,60.9,57.0,5.75,5.79,3.51,3262
24745,1.25,Ideal,G,VVS1,61.3,57.0,6.9,6.94,4.24,13096
46951,0.3,Ideal,G,VS2,62.5,53.0,4.27,4.3,2.68,526
49618,0.66,Good,G,VS1,61.6,61.0,5.56,5.63,3.43,2139
47354,0.5,Ideal,E,VS2,63.8,54.0,5.07,5.05,3.23,1845
27017,2.27,Premium,J,VS1,62.4,58.0,8.41,8.36,5.23,17149
23775,1.51,Ideal,D,SI1,61.9,57.0,7.35,7.42,4.57,11834
29109,0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74,689
8599,1.03,Premium,I,SI1,61.6,59.0,6.49,6.46,3.99,4441
46695,0.5,Good,G,VVS2,64.1,56.0,5.06,5.02,3.23,1791
25297,1.25,Very Good,F,IF,60.3,58.0,6.96,7.03,4.22,13953
27551,2.49,Premium,I,SI2,61.2,56.0,8.76,8.7,5.34,18325
47827,0.51,Ideal,H,IF,62.1,55.0,5.14,5.2,3.21,1905
34906,0.34,Premium,H,VVS2,62.7,59.0,4.47,4.43,2.79,880
34602,0.27,Very Good,E,VS1,62.9,56.0,4.12,4.15,2.6,470
34350,0.42,Premium,D,SI2,62.0,59.0,4.83,4.78,2.98,862
24719,0.31,Ideal,F,VS2,61.1,56.0,4.35,4.39,2.67,640
18000,1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02,7279
3621,0.8,Ideal,F,VS2,62.7,54.0,5.91,5.95,3.72,3429
13102,1.02,Very Good,E,SI1,60.6,59.0,6.47,6.49,3.93,5424
12555,1.21,Ideal,J,VS2,62.6,54.2,6.79,6.81,4.26,5275
7550,1.01,Very Good,G,SI2,61.0,58.0,6.43,6.48,3.94,4249
40312,0.4,Premium,E,VS1,62.4,54.0,4.75,4.71,2.95,1125
2740,0.61,Ideal,F,VVS2,61.5,55.0,5.47,5.53,3.38,3248
1336,0.72,Premium,E,VS1,61.5,60.0,5.79,5.75,3.55,2961
18924,1.42,Ideal,J,VVS2,61.9,55.0,7.19,7.24,4.47,7773
41925,0.4,Ideal,F,VVS1,61.7,56.0,4.72,4.75,2.92,1263
24282,2.0,Premium,G,SI2,59.1,59.0,8.2,8.14,4.83,12521
19334,1.2,Very Good,H,VS1,60.2,57.0,6.88,6.95,4.16,8039
19698,0.36,Premium,I,SI1,60.4,60.0,4.62,4.58,2.78,624
21584,1.45,Very Good,I,IF,60.6,61.0,7.32,7.41,4.46,9683
8770,0.8,Very Good,H,VVS1,62.9,58.0,5.82,5.88,3.68,4468
46024,0.57,Ideal,E,VS2,60.4,57.0,5.36,5.4,3.25,1728
44962,0.53,Very Good,F,VS2,63.4,56.0,5.16,5.13,3.26,1636
14889,1.2,Ideal,G,SI1,60.5,56.0,6.84,6.87,4.15,5996
9995,1.0,Very Good,E,SI2,63.5,56.0,6.38,6.31,4.03,4704
1987,0.94,Premium,F,SI2,62.3,59.0,6.32,6.23,3.91,3095
20870,1.63,Very Good,I,SI1,62.0,54.0,7.6,7.67,4.73,9090
6958,0.8,Ideal,G,VVS2,62.6,54.0,5.9,5.97,3.71,4146
48860,0.7,Good,I,SI1,64.3,57.0,5.59,5.63,3.61,2034
34555,0.4,Ideal,G,SI2,60.6,56.0,4.82,4.76,2.91,870
18784,1.75,Ideal,H,I1,61.6,56.0,7.73,7.75,4.77,7680
3410,0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87,568
30795,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,742
42940,0.33,Ideal,G,SI1,61.6,56.0,4.43,4.47,2.74,506
24810,2.06,Premium,I,SI2,62.7,60.0,8.11,8.06,5.07,13198
39123,0.41,Ideal,G,VS2,62.7,55.0,4.79,4.75,2.99,1061
42312,0.41,Premium,F,VVS1,61.3,59.0,4.73,4.79,2.92,1295
38483,0.42,Premium,F,VS1,60.9,59.0,4.8,4.85,2.94,1031
14059,0.3,Ideal,F,VS2,61.1,56.0,4.31,4.33,2.64,605
28088,0.3,Fair,F,VS2,64.5,55.0,4.31,4.19,2.74,662
38257,0.3,Very Good,I,SI1,62.5,57.0,4.27,4.3,2.68,382
66,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,553
5706,0.33,Good,E,VS2,57.3,59.0,4.6,4.62,2.64,574
2996,0.9,Good,I,VS2,63.7,61.0,6.06,6.1,3.87,3303
22248,1.23,Ideal,G,VVS2,60.3,57.0,6.98,6.97,4.21,10304
32822,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.48,2.77,805
1003,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2898
23979,2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121
38697,0.37,Premium,E,VS2,60.3,58.0,4.66,4.63,2.8,1041
41267,0.31,Ideal,I,VS1,61.9,54.5,4.33,4.36,2.69,502
8751,0.9,Very Good,H,VS1,61.7,58.0,6.18,6.26,3.84,4466
50038,0.71,Fair,F,SI1,57.0,68.0,6.05,5.87,3.4,2198
32539,0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,799
8039,1.01,Ideal,I,SI2,62.5,57.0,6.38,6.45,4.01,4336
46501,0.46,Good,E,VVS2,60.7,62.0,4.97,5.01,3.03,1778
23107,1.3,Premium,F,VS1,62.0,58.0,6.94,6.9,4.29,11130
11373,0.34,Ideal,G,VS2,61.5,55.0,4.47,4.5,2.76,596
31287,0.33,Ideal,F,SI2,62.3,55.0,4.44,4.49,2.78,450
23400,1.13,Ideal,E,VVS2,60.1,59.0,6.77,6.81,4.08,11387
1346,0.72,Ideal,E,VS2,62.0,56.0,5.73,5.76,3.56,2962
26484,2.03,Premium,H,SI2,61.6,58.0,8.17,8.09,5.01,16075
28880,0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75,684
26311,1.06,Ideal,D,IF,61.2,57.0,6.57,6.61,4.03,15813
7210,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06,4191
52268,0.91,Fair,D,I1,66.2,57.0,6.0,5.94,3.95,2491
23087,1.57,Premium,G,SI1,59.5,58.0,7.61,7.56,4.51,11113
51517,0.72,Premium,E,SI1,62.1,58.0,5.72,5.69,3.54,2385
26317,1.61,Ideal,F,VS2,62.1,57.0,7.49,7.56,4.67,15819
11386,0.34,Premium,G,VS2,60.3,59.0,4.49,4.53,2.72,596
33535,0.35,Premium,D,VS2,62.0,58.0,4.54,4.56,2.82,829
46896,0.56,Ideal,F,VS2,61.3,54.0,5.37,5.34,3.28,1814
11777,1.2,Very Good,J,SI1,61.8,57.7,6.78,6.91,4.23,5083
36664,0.36,Ideal,E,VS2,61.8,56.0,4.57,4.59,2.83,949
20796,1.26,Ideal,G,VS1,61.2,57.0,7.03,6.95,4.28,9032
552,0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19,2830
27157,2.01,Ideal,H,SI1,61.9,57.0,8.14,8.05,5.01,17403
23152,1.52,Ideal,I,VVS1,61.9,56.0,7.37,7.34,4.55,11168
52522,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2528
47417,0.57,Premium,E,VS2,61.4,58.0,5.32,5.37,3.28,1851
7029,1.02,Good,G,SI2,59.9,58.0,6.48,6.55,3.9,4159
36730,0.32,Premium,E,VVS1,60.5,58.0,4.42,4.47,2.69,954
29845,0.3,Premium,D,VS2,60.5,58.0,4.35,4.38,2.64,710
32852,0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94,807
19905,1.03,Ideal,G,VVS1,62.4,57.0,6.39,6.47,4.01,8454
52680,0.59,Ideal,F,VVS2,62.1,57.0,5.37,5.38,3.34,2551
20268,1.21,Ideal,F,VS2,62.4,59.0,6.82,6.77,4.24,8691
50875,0.55,Very Good,G,IF,60.2,60.0,5.29,5.38,3.21,2314
52848,0.7,Fair,G,VS2,66.5,57.0,5.4,5.46,3.61,2575
47413,0.57,Ideal,G,VS1,62.0,55.0,5.29,5.35,3.3,1851
15110,1.25,Very Good,E,SI2,60.8,55.0,6.94,7.0,4.24,6073
27203,2.05,Premium,H,SI1,60.2,58.0,8.25,8.22,4.96,17521
5319,0.9,Good,D,SI2,62.3,58.0,6.05,6.27,3.84,3806
18059,0.36,Premium,F,SI1,61.1,60.0,4.62,4.57,2.81,616
50742,0.5,Ideal,E,VVS2,61.8,53.6,5.1,5.13,3.16,2297
46622,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,526
46850,0.58,Premium,E,SI1,62.1,58.0,5.35,5.31,3.31,1812
35541,0.33,Ideal,E,VVS1,62.2,54.0,4.46,4.48,2.78,906
26727,0.32,Ideal,F,VS2,61.5,55.0,4.4,4.42,2.71,645
24343,1.79,Very Good,I,VS2,60.5,56.0,7.87,7.9,4.77,12610
48970,0.36,Ideal,G,SI1,62.7,55.0,4.54,4.59,2.86,537
48725,0.52,Ideal,G,VVS2,61.5,56.0,5.2,5.18,3.19,2012
38557,0.31,Ideal,D,VVS2,61.1,56.0,4.38,4.39,2.68,1034
44905,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1630
44735,0.52,Ideal,E,VS2,62.1,57.0,5.22,5.19,3.23,1617
28788,0.37,Good,D,SI1,63.7,55.0,4.55,4.59,2.91,681
36118,0.48,Ideal,H,SI1,61.2,56.0,5.06,5.1,3.11,927
46698,0.5,Ideal,D,VS1,61.9,54.0,5.1,5.14,3.17,1792
1656,0.65,Ideal,E,VVS2,62.1,57.0,5.55,5.6,3.46,3023
10160,0.91,Premium,E,SI1,59.8,59.0,6.28,6.23,3.74,4729
3817,0.77,Ideal,H,VS1,61.3,56.0,5.91,5.97,3.64,3468
49539,0.72,Premium,E,SI2,61.7,58.0,5.79,5.74,3.56,2125
27626,1.83,Premium,G,VS2,60.5,59.0,7.99,7.89,4.8,18525
42870,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1358
50948,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29,2321
48395,0.7,Premium,F,SI2,58.4,61.0,5.86,5.79,3.4,1966
21349,1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9494
14543,1.04,Good,F,SI1,63.6,59.0,6.4,6.36,4.06,5871
36794,0.34,Ideal,E,VS2,62.4,56.0,4.49,4.45,2.79,956
39976,0.34,Ideal,E,VVS1,61.8,55.0,4.49,4.5,2.78,1107
23165,1.62,Ideal,H,SI1,60.9,58.0,7.53,7.61,4.61,11180
32331,0.36,Premium,E,VS2,59.3,59.0,4.6,4.68,2.75,789
44068,0.55,Ideal,E,SI1,61.7,56.0,5.24,5.29,3.25,1551
12095,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5164
15009,1.22,Premium,D,SI2,62.0,60.0,6.8,6.74,4.2,6046
31624,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
25728,1.54,Ideal,G,VS1,62.0,57.0,7.4,7.45,4.6,14650
34992,0.35,Ideal,E,VVS2,61.3,56.0,4.54,4.6,2.8,881
28131,0.29,Very Good,D,VVS2,62.9,58.0,4.2,4.29,2.67,664
45530,0.56,Ideal,F,SI1,61.1,55.9,5.33,5.35,3.26,1685
2211,1.0,Premium,G,SI2,61.5,56.0,6.49,6.44,3.97,3142
11256,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4969
15172,1.01,Premium,F,VS2,59.9,61.0,6.5,6.46,3.88,6097
21434,1.3,Ideal,G,VS2,62.3,55.0,7.0,6.93,4.34,9540
41872,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,1257
32036,0.32,Ideal,E,VVS2,60.4,59.0,4.45,4.49,2.7,779
13358,0.24,Very Good,E,VS2,62.1,59.0,3.98,4.01,2.48,419
51189,0.7,Premium,F,SI1,61.7,61.0,5.7,5.67,3.51,2348
31779,0.42,Very Good,E,SI1,62.5,55.0,4.8,4.83,3.01,773
19471,1.26,Ideal,H,SI1,61.6,56.0,6.88,6.93,4.26,8110
26949,2.06,Premium,G,SI2,61.7,58.0,8.2,8.15,5.04,17012
12987,1.0,Ideal,E,SI1,62.3,55.0,6.41,6.34,3.97,5396
20544,1.62,Ideal,H,SI2,61.8,54.0,7.55,7.6,4.68,8865
22199,1.52,Ideal,H,SI1,61.4,55.0,7.38,7.48,4.56,10239
18787,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26,7683
13356,0.24,Very Good,E,VS2,63.0,58.0,3.94,3.97,2.49,419
24965,2.02,Premium,H,SI1,63.0,60.0,7.85,7.79,4.93,13453
1680,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3030
13962,1.24,Ideal,H,VS2,61.4,57.0,6.92,6.88,4.24,5683
31566,0.31,Ideal,D,VVS2,61.9,56.0,4.37,4.39,2.71,766
45058,0.58,Premium,E,SI1,60.7,61.0,5.47,5.27,3.28,1641
37344,0.31,Ideal,D,VVS2,62.0,56.0,4.37,4.34,2.7,982
12664,1.07,Ideal,I,VS1,62.0,57.0,6.56,6.5,4.05,5302
30077,0.4,Good,H,SI2,63.7,59.0,4.69,4.64,2.97,720
7788,0.9,Very Good,E,SI1,62.9,56.0,6.09,6.12,3.84,4286
7521,1.01,Premium,H,SI2,61.1,59.0,6.54,6.46,3.97,4242
